Month,Switzerland,Germany,Italy,France,Austria
1,68.91372699842032,88.8323385705684,66.35276683764468,40.6782406338992,78.84919738285336
2,60.12003903696057,76.16689652595062,59.849435610318714,31.45860190700251,53.27447562592399
3,29.84043946925424,36.39532030597188,30.202403988266695,20.020018217755627,29.264286468090255
4,14.819931927372336,15.32111170723197,14.964530788401888,14.25596907679123,12.423362673771685
5,11.227007842476855,10.957239655161116,12.061073886835079,11.903517116664977,10.645012276391348
6,10.920169775959838,10.64702719789352,12.498494714196234,12.339021009520394,11.1761670279644
7,11.107796579158705,11.555961857486677,13.016407543539986,11.491133326642387,11.369743286698204
8,14.02206043014495,13.586996395260785,15.671575101505109,13.987338406450847,13.049135625387285
9,21.154337025170133,20.629203867661055,22.492468998802806,19.57824561710862,21.01926606266229
10,41.13409929845849,54.4494161126387,42.14631605700356,23.905062282536356,50.06443386480275
11,58.405298704180325,64.34387028154346,59.13881432536061,33.98977444293262,67.55950349039948
12,69.94974573601239,106.2209679689394,61.48196766536449,28.913974087565474,94.29901171154312
